Full Name,Political Party,Party Short,Twitter,Notes,Image_Adress
İbrahim Özden KABOĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ibrahimkaboglu,İstanbul,../../images/partiler/chp.png
Çiğdem ERDOĞAN ATABEK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/cigdematabek,Sakarya,../../images/partiler/akp.png
Saliha Sera KADIGİL SÜTLÜ,Türkiye İşçi Partisi,TİP,https://twitter.com/serakadigil,İstanbul,../../images/partiler/tip.png
Meliha AKYOL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/melihaakyol77,Yalova,../../images/partiler/akp.png
Cemal BEKLE,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Cbekle,İzmir,../../images/partiler/akp.png
Olcay KILAVUZ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/OlcayKilavuz,Mersin,../../images/partiler/mhp.png
Bayram YILMAZKAYA,Cumhuriyet Halk Partisi,CHP,https://twitter.com/vekilyilmazkaya,Gaziantep,../../images/partiler/chp.png
Musa PİROĞLU,Halkların Demokratik Partisi,HDP,https://twitter.com/musaproglu,İstanbul,../../images/partiler/hdp.png
Gültekin UYSAL,Demokrat Parti,DP,https://twitter.com/DpGultekinUysal,Afyonkarahisar,../../images/partiler/DP-logo.png
Semra KAPLAN KIVIRCIK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/skaplankivircik,Manisa,../../images/partiler/akp.png
Fatih Süleyman DENİZOLGUN,Adalet ve Kalkınma Partisi,AKP,,İstanbul,../../images/partiler/akp.png
Özgür CEYLAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ozgurceylanchp,Çanakkale,../../images/partiler/chp.png
Müşerref Pervin Tuba DURGUT,Adalet ve Kalkınma Partisi,AKP,,İstanbul,../../images/partiler/akp.png
Zülfü Tolga AĞAR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/zulfutolgagar,Elazığ,../../images/partiler/akp.png
Yelda EROL GÖKCAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yeldagokcan,Muğla,../../images/partiler/akp.png
Mehmet Ali ÖZKAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ozkanmehmetali,Manisa,../../images/partiler/akp.png
İbrahim ÖZYAVUZ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/iozyavuz1963,Şanlıurfa,../../images/partiler/mhp.png
Nazır Cihangir İSLAM,Cumhuriyet Halk Partisi,CHP,https://twitter.com/cihangirislam,İstanbul,../../images/partiler/chp.png
Jülide İSKENDEROĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/jiskenderoglu,Çanakkale,../../images/partiler/akp.png
Aydın ÖZER,Cumhuriyet Halk Partisi,CHP,https://twitter.com/aydinozer07,Antalya,../../images/partiler/chp.png
Tuba VURAL ÇOKAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/tubavuralcokal,Antalya,../../images/partiler/akp.png
Barış Atay MENGÜLLÜOĞLU,Türkiye İşçi Partisi,TİP,https://twitter.com/barisatay,Hatay,../../images/partiler/tip.png
Erol KATIRCIOĞLU,Halkların Demokratik Partisi,HDP,https://twitter.com/ErolKat,İstanbul,../../images/partiler/hdp.png
Erdal AYDEMİR,Halkların Demokratik Partisi,HDP,https://twitter.com/averdalaydemir,Bingöl,../../images/partiler/hdp.png
Burak ERBAY,Cumhuriyet Halk Partisi,CHP,https://twitter.com/burakerbaychp,Muğla,../../images/partiler/chp.png
Ali KEVEN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/alikevenyozgat,Yozgat,../../images/partiler/chp.png
Ulaş KARASU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ulasskarasu,Sivas,../../images/partiler/chp.png
Mehmet Habib SOLUK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mhabibsoluk,Sivas,../../images/partiler/akp.png
Efkan ALA,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/efkanala,Bursa,../../images/partiler/akp.png
Cem Uzan,Genç Parti,GP,https://twitter.com/uzancc,,../../images/partiler/genç.png
Temel Karamollaoğlu,Saadet Partisi,DSP,https://twitter.com/T_Karamollaoglu,,../../images/partiler/dsp.png
Abdullah Levent Tüzel,Halkların Demokratik Partisi,HDP,https://twitter.com/LeventTuzel,İstanbul,../../images/partiler/hdp.png
Abdullah Zeydan,Halkların Demokratik Partisi,HDP,https://twitter.com/AbdullahZeydan,Hakkari,../../images/partiler/hdp.png
Abdurrahim Boynukalın,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/A_Boynukalin,İstanbul,../../images/partiler/akp.png
Abdurrahman Öz,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AbdurrahmanOz09,Aydın,../../images/partiler/akp.png
Abdülkadir Akgül,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/akgulkadir66,Yozgat,../../images/partiler/akp.png
Adem Tatlı,Adalet ve Kalkınma Partisi,AKP,,Giresun,../../images/partiler/akp.png
Adem Yeşildal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ademyesildal,Hatay,../../images/partiler/akp.png
Adem Özcaner,Halkların Demokratik Partisi,HDP,,Van,../../images/partiler/hdp.png
Adnan Boynukara,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AdnanBoynukara,Adıyaman,../../images/partiler/akp.png
Adnan Yılmaz,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/adnanyilmaz_,Erzurum,../../images/partiler/akp.png
Adnan Şefik Çirkin,Milliyetçi Hareket Partisi,MHP,https://twitter.com/cirkinoglu,Hatay,../../images/partiler/mhp.png
Ahmet Demircan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AhmetMisbah,Samsun,../../images/partiler/akp.png
Ahmet Doğan,Adalet ve Kalkınma Partisi,AKP,,Kayseri,../../images/partiler/akp.png
Ahmet Gündoğdu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetgundogdu01,Ankara,../../images/partiler/akp.png
Ahmet Kenan Tanrıkulu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/akenantanrikulu,İzmir,../../images/partiler/mhp.png
Ahmet Selim Yurdakul,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ahmet__yurdakul,Antalya,../../images/partiler/mhp.png
Ahmet Yıldırım,Halkların Demokratik Partisi,HDP,https://twitter.com/ahmetyildirihdp,Muş,../../images/partiler/hdp.png
Ahmet İyimaya,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmet_iyimaya,Ankara,../../images/partiler/akp.png
Akın Üstündağ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/aknustundag48,Muğla,../../images/partiler/chp.png
Alev Dedegil,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/alev_dedegil,İstanbul,../../images/partiler/akp.png
Ali Akyıldız,Cumhuriyet Halk Partisi,CHP,https://twitter.com/AliAkyildiz58,Sivas,../../images/partiler/chp.png
Ali Atalan,Halkların Demokratik Partisi,HDP,https://twitter.com/AliAtalan68,Batman,../../images/partiler/hdp.png
Ali Aydınlıoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AydinliogluA,Balıkesir,../../images/partiler/akp.png
Ali Ercoşkun,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AliErcoskun,Bolu,../../images/partiler/akp.png
Ali Haydar Hakverdi,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ahhakverdi,Ankara,../../images/partiler/chp.png
Ali Haydar Konca,Halkların Demokratik Partisi,HDP,https://twitter.com/AliHaydarKonca,Kocaeli,../../images/partiler/hdp.png
Ali Kilci,Milliyetçi Hareket Partisi,MHP,,Kayseri,../../images/partiler/mhp.png
Ali Uzunırmak,Milliyetçi Hareket Partisi,MHP,https://twitter.com/AliUzunirmak,Aydın,../../images/partiler/mhp.png
Ali Yiğit,Cumhuriyet Halk Partisi,CHP,,İzmir,../../images/partiler/chp.png
Ali Öz,Milliyetçi Hareket Partisi,MHP,https://twitter.com/aliozmersin,Mersin,../../images/partiler/mhp.png
Ali Özcan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/chpaliozcan,İstanbul,../../images/partiler/chp.png
Ali İnci,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/aliinci54,Sakarya,../../images/partiler/akp.png
Alim Işık,Milliyetçi Hareket Partisi,MHP,https://twitter.com/AlimISIK,Kütahya,../../images/partiler/mhp.png
Alparslan Ahmet Dursun,Milliyetçi Hareket Partisi,MHP,https://twitter.com/Adursun15,Burdur,../../images/partiler/mhp.png
Alpaslan Kavaklıoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/alp_kavaklioglu,Niğde,../../images/partiler/akp.png
Altan Tan,Halkların Demokratik Partisi,HDP,https://twitter.com/AltanTan1958,Diyarbakır,../../images/partiler/hdp.png
Asiye Kolçak,Halkların Demokratik Partisi,HDP,https://twitter.com/asiyekolcakhdp,Bursa,../../images/partiler/hdp.png
Aslan Savaşan,Milliyetçi Hareket Partisi,MHP,https://twitter.com/aslansavasan,İzmir,../../images/partiler/mhp.png
Atila Kaya,Milliyetçi Hareket Partisi,MHP,https://twitter.com/AtilaKaya_MHP,İstanbul,../../images/partiler/mhp.png
Aycan İrmez,Halkların Demokratik Partisi,HDP,https://twitter.com/aycanirmez,Şırnak,../../images/partiler/hdp.png
Aydın Uslupehlivan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/auslupehlivan01,Adana,../../images/partiler/chp.png
Aydın Ünal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/_aydinunal,Ankara,../../images/partiler/akp.png
Ayhan Bilgen,Halkların Demokratik Partisi,HDP,https://twitter.com/ayhanbilgen,Kars,../../images/partiler/hdp.png
Ayhan Yılmaz,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ayhanyilmaz06,Ankara,../../images/partiler/akp.png
Aylin Nazlıaka,Cumhuriyet Halk Partisi,CHP,https://twitter.com/AylinNazliaka,Ankara,../../images/partiler/chp.png
Aytuğ Atıcı,Cumhuriyet Halk Partisi,CHP,https://twitter.com/aytugatici,Mersin,../../images/partiler/chp.png
Ayşe Doğan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/dtaysedogan,Tekirdağ,../../images/partiler/akp.png
Ayşe Gülsün Bilgehan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/GBilgehan,Ankara,../../images/partiler/chp.png
Ayşe Nur Bahçekapılı,Adalet ve Kalkınma Partisi,AKP,,İstanbul,../../images/partiler/akp.png
Ayşe Sula Köseoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/aysesula,Trabzon,../../images/partiler/akp.png
Ayşenur İslam,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/aysenurlslam,Sakarya,../../images/partiler/akp.png
Baki Şimşek,Milliyetçi Hareket Partisi,MHP,https://twitter.com/bakisimsekmhp,Mersin,../../images/partiler/mhp.png
Barış Karadeniz,Cumhuriyet Halk Partisi,CHP,https://twitter.com/bkaradeniz57,Sinop,../../images/partiler/chp.png
Barış Yarkadaş,Cumhuriyet Halk Partisi,CHP,https://twitter.com/barisyarkadas,İstanbul,../../images/partiler/chp.png
Behçet Yıldırım,Halkların Demokratik Partisi,HDP,https://twitter.com/yildirimbehcet,Adıyaman,../../images/partiler/hdp.png
Bennur Karaburun,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/BKaraburun,Bursa,../../images/partiler/akp.png
Bihlun Tamaylıgil,Cumhuriyet Halk Partisi,CHP,https://twitter.com/BihlunTamaylgil,İstanbul,../../images/partiler/chp.png
Bilal Uçar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/UcarBilal20,Denizli,../../images/partiler/akp.png
Birol Ertem,Cumhuriyet Halk Partisi,CHP,https://twitter.com/CHPbirolertem,Hatay,../../images/partiler/chp.png
Burcu Kayıkcı,Cumhuriyet Halk Partisi,CHP,,Afyonkarahisar,../../images/partiler/chp.png
Burcu Çelik Özkan,Halkların Demokratik Partisi,HDP,https://twitter.com/avburcucelik,Muş,../../images/partiler/hdp.png
Burhan Kayatürk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Burhan_Kayaturk,Van,../../images/partiler/akp.png
Bülent Belen,Milliyetçi Hareket Partisi,MHP,https://twitter.com/BulentBelen59,Tekirdağ,../../images/partiler/mhp.png
Bülent Tüfenkci,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/bulenttufenkci,Malatya,../../images/partiler/akp.png
Bülent Yener Bektaşoğlu,Cumhuriyet Halk Partisi,CHP,https://twitter.com/bybektasoglu,Giresun,../../images/partiler/chp.png
Bülent Öz,Cumhuriyet Halk Partisi,CHP,https://twitter.com/CHPBulentOz,Çanakkale,../../images/partiler/chp.png
Cahit Bağcı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/cahitbagci,Çorum,../../images/partiler/akp.png
Canan Candemir Çelik,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/CananCCelik,Gaziantep,../../images/partiler/akp.png
Celal Dağgez,Milliyetçi Hareket Partisi,MHP,https://twitter.com/CDaggez,Sivas,../../images/partiler/mhp.png
Celal Doğan,Halkların Demokratik Partisi,HDP,https://twitter.com/celaldgn2727,Gaziantep,../../images/partiler/hdp.png
Celil Göçer,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/celilgocer,Tokat,../../images/partiler/akp.png
Cemal Okan Yüksel,Cumhuriyet Halk Partisi,CHP,https://twitter.com/cemalokanyuksel,Eskişehir,../../images/partiler/chp.png
Cemalettin Kaflı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/cemalettin_kafl,Kocaeli,../../images/partiler/akp.png
Cemalettin Kani Torun,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/torunkani,Bursa,../../images/partiler/akp.png
Cemil Yıldırım Türk,Milliyetçi Hareket Partisi,MHP,,Kırşehir,../../images/partiler/mhp.png
Cemil Şeboy,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/cemil_seboy,İzmir,../../images/partiler/akp.png
Cengiz Tokmak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/CengizTokmak,Sinop,../../images/partiler/akp.png
Ceyhun İrgil,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ceyhunirgil,Bursa,../../images/partiler/chp.png
Coşkun Çakır,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/coskuncakir60,Tokat,../../images/partiler/akp.png
Dengir Mir Mehmet Fırat,Halkların Demokratik Partisi,HDP,https://twitter.com/dengirmir1,Mersin,../../images/partiler/hdp.png
Devrim Kök,Cumhuriyet Halk Partisi,CHP,https://twitter.com/chpdevrimkok,Antalya,../../images/partiler/chp.png
Didem Engin,Cumhuriyet Halk Partisi,CHP,https://twitter.com/_DidemEngin,İstanbul,../../images/partiler/chp.png
Dilek Öcalan,Halkların Demokratik Partisi,HDP,https://twitter.com/OcalanDilek,Şanlıurfa,../../images/partiler/hdp.png
Dirayet Taşdemir,Halkların Demokratik Partisi,HDP,https://twitter.com/dilan_dirayet,Ağrı,../../images/partiler/hdp.png
Durmuş Ali Sarıkaya,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Aliskaya,İstanbul,../../images/partiler/akp.png
Durmuş Fikri Sağlar,Cumhuriyet Halk Partisi,CHP,https://twitter.com/dfikrisaglar,Mersin,../../images/partiler/chp.png
Durmuş Yalçın,Milliyetçi Hareket Partisi,MHP,https://twitter.com/yalcin0634,Karabük,../../images/partiler/mhp.png
Dursun Çiçek,Cumhuriyet Halk Partisi,CHP,https://twitter.com/drdursuncicek,İstanbul,../../images/partiler/chp.png
Edib Berk,Halkların Demokratik Partisi,HDP,https://twitter.com/edibberk,Diyarbakır,../../images/partiler/hdp.png
Edibe Şahin,Halkların Demokratik Partisi,HDP,https://twitter.com/edibe_sahin,Tunceli,../../images/partiler/hdp.png
Ekmeleddin İhsanoğlu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/profdrihsanoglu,İstanbul,../../images/partiler/mhp.png
Ekrem Erdem,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/erdemekrem,İstanbul,../../images/partiler/akp.png
Elif Doğan Türkmen,Cumhuriyet Halk Partisi,CHP,https://twitter.com/Avturkmen,Adana,../../images/partiler/chp.png
Emin Haluk Ayhan,Milliyetçi Hareket Partisi,MHP,https://twitter.com/EminHalukAyhan,Denizli,../../images/partiler/mhp.png
Emin Çınar,Milliyetçi Hareket Partisi,MHP,https://twitter.com/Cinremin,Kastamonu,../../images/partiler/mhp.png
Emine Beyza Üstün,Halkların Demokratik Partisi,HDP,https://twitter.com/profdrbeyzaustn,İstanbul,../../images/partiler/hdp.png
Emre Köprülü,Cumhuriyet Halk Partisi,CHP,https://twitter.com/EmreKoprulu,Tekirdağ,../../images/partiler/chp.png
Enise Güneyli,Halkların Demokratik Partisi,HDP,https://twitter.com/eniseguneyli,Mardin,../../images/partiler/hdp.png
Enver Fehmioğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/enverfehmioglu,Bingöl,../../images/partiler/akp.png
Erdal Ataş,Halkların Demokratik Partisi,HDP,https://twitter.com/erdal_atas1,İstanbul,../../images/partiler/hdp.png
Erdin Bircan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/erdinbircan,Edirne,../../images/partiler/chp.png
Erdoğan Özegen,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/erdoganozegenn,Niğde,../../images/partiler/akp.png
Erdoğan Özyalçın,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ErdoganOzyalcin,Erzincan,../../images/partiler/chp.png
Eren Erdem,Cumhuriyet Halk Partisi,CHP,https://twitter.com/erenerdemnet,İstanbul,../../images/partiler/chp.png
Erol Dora,Halkların Demokratik Partisi,HDP,https://twitter.com/ErolDora,Mardin,../../images/partiler/hdp.png
Ertan Aydın,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ertanaydin,Ankara,../../images/partiler/akp.png
Ertuğrul Kürkçü,Halkların Demokratik Partisi,HDP,https://twitter.com/ekurkcuHDP,İzmir,../../images/partiler/hdp.png
Ertuğrul Soysal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drsoysal,Yozgat,../../images/partiler/akp.png
Ertuğrul Tolga Orhan,Milliyetçi Hareket Partisi,MHP,https://twitter.com/etorhan09,Gaziantep,../../images/partiler/mhp.png
Ethem Tolga,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ProfEthemTolga,İstanbul,../../images/partiler/akp.png
Fahrettin Oğuz Tor,Milliyetçi Hareket Partisi,MHP,https://twitter.com/oguz_tor,Kahramanmaraş,../../images/partiler/mhp.png
Faruk Çaturoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/caturgil,Zonguldak,../../images/partiler/akp.png
Faruk Özlü,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Dr_Faruk_Ozlu,Düzce,../../images/partiler/akp.png
Fatma Benli,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AvFatmaBenli,İstanbul,../../images/partiler/akp.png
Fatma Gaye Güler,Adalet ve Kalkınma Partisi,AKP,,Tokat,../../images/partiler/akp.png
Fatma Güldemet Sarı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/fdemetsari,Adana,../../images/partiler/akp.png
Fatma Kaplan Hürriyet,Cumhuriyet Halk Partisi,CHP,https://twitter.com/fatmakaplan,Kocaeli,../../images/partiler/chp.png
Fatma Seniha Nükhet Hotar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hotar_nukhet,İzmir,../../images/partiler/akp.png
Faysal Sarıyıldız,Halkların Demokratik Partisi,HDP,https://twitter.com/FaysalSaryldz,Şırnak,../../images/partiler/hdp.png
Ferhat Encü,Halkların Demokratik Partisi,HDP,https://twitter.com/FerhatEncu,Şırnak,../../images/partiler/hdp.png
Fevai Arslan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/FevaiARSLAN,Düzce,../../images/partiler/akp.png
Feyzullah Kıyıklık,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/f_kiyiklik,İstanbul,../../images/partiler/akp.png
Fikri Demirel,Adalet ve Kalkınma Partisi,AKP,,Yalova,../../images/partiler/akp.png
Filiz Kerestecioğlu,Halkların Demokratik Partisi,HDP,https://twitter.com/FilizKer,İstanbul,../../images/partiler/hdp.png
Gaye Usluer,Cumhuriyet Halk Partisi,CHP,https://twitter.com/GayeUsluer,Eskişehir,../../images/partiler/chp.png
Gökcen Özdoğan Enç,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/gokcenenc07,Antalya,../../images/partiler/akp.png
Gülay Yedekci Arslan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/gulayyedekci,İstanbul,../../images/partiler/chp.png
Gülser Yıldırım,Halkların Demokratik Partisi,HDP,https://twitter.com/yildirimgulser,Mardin,../../images/partiler/hdp.png
Gürsel Tekin,Cumhuriyet Halk Partisi,CHP,https://twitter.com/gurseltekin34,İstanbul,../../images/partiler/chp.png
Hacı Ahmet Özdemir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/haozdemir,Konya,../../images/partiler/akp.png
Halil Erdemir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/halilerdemir17,Bilecik,../../images/partiler/akp.png
Halil Ürün,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/halilurun,Afyonkarahisar,../../images/partiler/akp.png
Haluk Pekşen,Cumhuriyet Halk Partisi,CHP,https://twitter.com/halukpeksen,Trabzon,../../images/partiler/chp.png
Hamdi Irmak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hamdi_irmak,Kırklareli,../../images/partiler/akp.png
Hamide Sürücü,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hamidesrc,Şanlıurfa,../../images/partiler/akp.png
Harun Karaca,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/HarunKaraca1,İstanbul,../../images/partiler/akp.png
Hasan Basri Kurt,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hasanbasrikurt,Samsun,../../images/partiler/akp.png
Hasan Kökten,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/haskokten,Muğla,../../images/partiler/akp.png
Hasan Sert,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drhasansert,İstanbul,../../images/partiler/akp.png
Hasan Özyer,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hasanozyercom,Muğla,../../images/partiler/akp.png
Hatice Seviptekin,Halkların Demokratik Partisi,HDP,https://twitter.com/haticeseviptekn,Siirt,../../images/partiler/hdp.png
Havva Talay Çalış,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/havva_calis38,Kayseri,../../images/partiler/akp.png
Hayati Tekin,Cumhuriyet Halk Partisi,CHP,https://twitter.com/hayatitekin55,Samsun,../../images/partiler/chp.png
Haydar Ali Yıldız,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/haydaraliyildiz,İstanbul,../../images/partiler/akp.png
Hikmet Ayar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AYARHikmet,Rize,../../images/partiler/akp.png
Hilmi Bilgin,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avhilmibilgin,Sivas,../../images/partiler/akp.png
Hilmi Yarayıcı,Cumhuriyet Halk Partisi,CHP,https://twitter.com/hilmiyarayici,Hatay,../../images/partiler/chp.png
Hüseyin Bürge,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/huseyinburge,İstanbul,../../images/partiler/akp.png
Hüseyin Edis,Milliyetçi Hareket Partisi,MHP,https://twitter.com/HuseyinEdis,Samsun,../../images/partiler/mhp.png
Hüseyin Filiz,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/huseyinnfiliz,Çankırı,../../images/partiler/akp.png
Hüseyin Kocabıyık,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hsyk35,İzmir,../../images/partiler/akp.png
Hüseyin Samani,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/HuseyinSamani,Antalya,../../images/partiler/akp.png
Hüseyin Çamak,Cumhuriyet Halk Partisi,CHP,https://twitter.com/huseyincamak,Mersin,../../images/partiler/chp.png
Hüseyin Özbakır,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ozbakirakparti,Zonguldak,../../images/partiler/akp.png
Hüseyin Şahin,Adalet ve Kalkınma Partisi,AKP,,Bursa,../../images/partiler/akp.png
Hüsniye Erdoğan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/HusniyeErdogan,Konya,../../images/partiler/akp.png
Kadir Koçdemir,Milliyetçi Hareket Partisi,MHP,https://twitter.com/KadirKocdemir,Bursa,../../images/partiler/mhp.png
Kadri Yıldırım,Halkların Demokratik Partisi,HDP,https://twitter.com/MamosteKadri,Siirt,../../images/partiler/hdp.png
Karabey Kadri Karaoğlu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/drkadrikaraoglu,Bayburt,../../images/partiler/mhp.png
Kemal Tekden,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/KemalTekden,Kayseri,../../images/partiler/akp.png
Kemalettin Aydın,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/K_Aydin,Gümüşhane,../../images/partiler/akp.png
Kerem Ali Sürekli,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/KSurekli,İzmir,../../images/partiler/akp.png
Kıznaz Türkeli,Halkların Demokratik Partisi,HDP,https://twitter.com/znaz_k,Iğdır,../../images/partiler/hdp.png
Leyla Birlik,Halkların Demokratik Partisi,HDP,https://twitter.com/BirlikLeyla,Şırnak,../../images/partiler/hdp.png
Leyla Zana,Halkların Demokratik Partisi,HDP,https://twitter.com/leylazanainfo,Ağrı,../../images/partiler/hdp.png
Lezgin Botan,Halkların Demokratik Partisi,HDP,https://twitter.com/LezginnBotan,Van,../../images/partiler/hdp.png
Lütfiye İlksen Ceritoğlu Kurt,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ilksen_kurt19,Çorum,../../images/partiler/akp.png
Mahmut Poyrazlı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/poyrazlimahmut,Balıkesir,../../images/partiler/akp.png
Mahmut Sami Mallı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MahmutSamiMALLI,Ankara,../../images/partiler/akp.png
Mazhar Bağlı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Mazhar_Bagli,Şanlıurfa,../../images/partiler/akp.png
Mazlum Nurlu,Cumhuriyet Halk Partisi,CHP,https://twitter.com/MazlumNurlu,Manisa,../../images/partiler/chp.png
Mehmet Akif Hamzaçebi,Cumhuriyet Halk Partisi,CHP,https://twitter.com/Akif_Hamzacebi,İstanbul,../../images/partiler/chp.png
Mehmet Ali Aslan,Halkların Demokratik Partisi,HDP,https://twitter.com/HemmedAliAslan,Mardin,../../images/partiler/hdp.png
Mehmet Alğan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MehmetAlgan_,Hatay,../../images/partiler/akp.png
Mehmet Babaoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mbabaoglu,Konya,../../images/partiler/akp.png
Mehmet Emin Adıyaman,Halkların Demokratik Partisi,HDP,https://twitter.com/meminadiyaman_,Iğdır,../../images/partiler/hdp.png
Mehmet Emin İlhan,Halkların Demokratik Partisi,HDP,https://twitter.com/mehmeteminilhan,Ağrı,../../images/partiler/hdp.png
Mehmet Emin Şimşek,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/eminsimsekmus,Muş,../../images/partiler/akp.png
Mehmet Fatih Atay,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mfatihatay,Aydın,../../images/partiler/chp.png
Mehmet Gökdağ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/gokdagantep,Gaziantep,../../images/partiler/chp.png
