Full Name,Political Party,Party Short,Twitter,Notes,Image_Adress
Fatma Aydın Ataş,Gelecek Partisi,GELECEK,twitter.com/aydinatasfatma,,../../images/partiler/gelecek.jpg
Fatma Şerefoğlu,Gelecek Partisi,GELECEK,https://twitter.com/serefogluf,,../../images/partiler/gelecek.jpg
Ferhat Esener,Gelecek Partisi,GELECEK,twitter.com/EsenerFerhat,,../../images/partiler/gelecek.jpg
Fevzi Donat,Gelecek Partisi,GELECEK,twitter.com/fvzdnt,,../../images/partiler/gelecek.jpg
Fidan Strate,Gelecek Partisi,GELECEK,twitter.com/FidanStrate,,../../images/partiler/gelecek.jpg
Furkan Aşkın,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Gülnur Özkaya Hayran,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Güzin Yıldız,Gelecek Partisi,GELECEK,twitter.com/GuzinnYildiz,,../../images/partiler/gelecek.jpg
Hacı Mehmet Karataş,Gelecek Partisi,GELECEK,twitter.com/hmehmetkaratas0,,../../images/partiler/gelecek.jpg
Hakan Albayrak,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Hakan Tokaç,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Halil Kulak,Gelecek Partisi,GELECEK,twitter.com/kulak_halil,,../../images/partiler/gelecek.jpg
Halime Polat,Gelecek Partisi,GELECEK,twitter.com/halime_polat,,../../images/partiler/gelecek.jpg
Hamide Mercan,Gelecek Partisi,GELECEK,twitter.com/HamideMercan_,,../../images/partiler/gelecek.jpg
Hasan Hüseyin Bozok,Gelecek Partisi,GELECEK,twitter.com/HHBOZOK06,,../../images/partiler/gelecek.jpg
Hasan Serdar Bilir,Gelecek Partisi,GELECEK,twitter.com/hsbilir,,../../images/partiler/gelecek.jpg
Hasan Taşkın,Gelecek Partisi,GELECEK,twitter.com/HasanTaskintr,,../../images/partiler/gelecek.jpg
İbrahim Mustafa Turhan,Gelecek Partisi,GELECEK,https://twitter.com/ibrahimmturhan2,,../../images/partiler/gelecek.jpg
İhsan Cafer Elhan,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
İsa Mesih Şahin,Gelecek Partisi,GELECEK,twitter.com/isamesihsahin,,../../images/partiler/gelecek.jpg
İsmail Günaçar,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
İzzettin Küçük,Gelecek Partisi,GELECEK,twitter.com/izzettinkucuk,,../../images/partiler/gelecek.jpg
Kemal Şişman,Gelecek Partisi,GELECEK,twitter.com/kemalsisman_tr,,../../images/partiler/gelecek.jpg
Mehmet Behçet Piker,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Mehmet Fatih Arslan,Gelecek Partisi,GELECEK,twitter.com/arslanmfatih,,../../images/partiler/gelecek.jpg
Mehmet Kuğu,Gelecek Partisi,GELECEK,twitter.com/mehmetkugutr,,../../images/partiler/gelecek.jpg
Mehmet Nuri Görenoğlu,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Mehmet Okçu,Gelecek Partisi,GELECEK,https://twitter.com/mehmetokcu_,,../../images/partiler/gelecek.jpg
Mehmet Sarı,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Metin Karakaş,Gelecek Partisi,GELECEK,twitter.com/silivrimetin,,../../images/partiler/gelecek.jpg
Muammer Duran,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Muammer Kibar,Gelecek Partisi,GELECEK,https://twitter.com/muammerkibarr,,../../images/partiler/gelecek.jpg
Muhammed Mustafa Çakmakçı,Gelecek Partisi,GELECEK,https://twitter.com/mstafacakmakci,,../../images/partiler/gelecek.jpg
Muharrem Ödemiş,Gelecek Partisi,GELECEK,https://twitter.com/muharremodemis,,../../images/partiler/gelecek.jpg
Muhsin Emre Demiröz,Gelecek Partisi,GELECEK,https://twitter.com/muhsindemiroz,,../../images/partiler/gelecek.jpg
Murat Özden,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Musa Arat,Gelecek Partisi,GELECEK,twitter.com/aratmusa,,../../images/partiler/gelecek.jpg
Mustafa Asım Karahangil,Gelecek Partisi,GELECEK,twitter.com/makarahangil,,../../images/partiler/gelecek.jpg
Mustafa Bahadır Kurbanoğlu,Gelecek Partisi,GELECEK,https://twitter.com/bahadirkurbano,,../../images/partiler/gelecek.jpg
Mustafa Baloğlu,Gelecek Partisi,GELECEK,twitter.com/drmusbaloglu,,../../images/partiler/gelecek.jpg
Mustafa Bilici,Gelecek Partisi,GELECEK,twitter.com/mbilici,,../../images/partiler/gelecek.jpg
Mustafa Öztürk,Gelecek Partisi,GELECEK,twitter.com/ozturk_mustafa,,../../images/partiler/gelecek.jpg
Mustafa Tekin,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Mustafa Yeşilyurt,Gelecek Partisi,GELECEK,https://twitter.com/yesilyurt_,,../../images/partiler/gelecek.jpg
Namık Ergün,Gelecek Partisi,GELECEK,twitter.com/ergunnamik,,../../images/partiler/gelecek.jpg
Nazmi İrak,Gelecek Partisi,GELECEK,twitter.com/nazmiirak,,../../images/partiler/gelecek.jpg
Nihal Olçok,Gelecek Partisi,GELECEK,twitter.com/NihalOlcok,,../../images/partiler/gelecek.jpg
Nihat İzsiz,Gelecek Partisi,GELECEK,twitter.com/_nihatizsiz,,../../images/partiler/gelecek.jpg
Nuray Sağıroğlu,Gelecek Partisi,GELECEK,twitter.com/nuraysagiroglu,,../../images/partiler/gelecek.jpg
Orhan Sucu,Gelecek Partisi,GELECEK,https://twitter.com/orhansucu_,,../../images/partiler/gelecek.jpg
Ömer Kayani,Gelecek Partisi,GELECEK,twitter.com/StHaberAnaliz,,../../images/partiler/gelecek.jpg
Ömer Ünal,Gelecek Partisi,GELECEK,twitter.com/ofunal,,../../images/partiler/gelecek.jpg
Perihan Toğay,Gelecek Partisi,GELECEK,twitter.com/PerihanTogay,,../../images/partiler/gelecek.jpg
Raziye Gök Aktaş,Gelecek Partisi,GELECEK,twitter.com/gokaktasraziye,,../../images/partiler/gelecek.jpg
Recep Şener,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Recep Varol,Gelecek Partisi,GELECEK,twitter.com/recepvarol73,,../../images/partiler/gelecek.jpg
Rumi Bekiroğlu,Gelecek Partisi,GELECEK,twitter.com/RBekiroglu,,../../images/partiler/gelecek.jpg
Sait Şaşmaz,Gelecek Partisi,GELECEK,https://twitter.com/sasasmaz,,../../images/partiler/gelecek.jpg
Salih Aynural,Gelecek Partisi,GELECEK,twitter.com/AynuralSalih,,../../images/partiler/gelecek.jpg
Selahattin Kayaman,Gelecek Partisi,GELECEK,twitter.com/selahattinkymnn,,../../images/partiler/gelecek.jpg
Seren Yıldız Öztürk,Gelecek Partisi,GELECEK,twitter.com/srnyildizozturk,,../../images/partiler/gelecek.jpg
Bulut,Gelecek Partisi,GELECEK,twitter.com/yigitbulutt,,../../images/partiler/gelecek.jpg
Sevda Yılmaz,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Seyfettin Bilen,Gelecek Partisi,GELECEK,twitter.com/SeyfettinBilen,,../../images/partiler/gelecek.jpg
Süheyl Erkan Altındağ,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Şenol Gürşan,Gelecek Partisi,GELECEK,twitter.com/senolgursan39,,../../images/partiler/gelecek.jpg
Şükrü Kırboğa,Gelecek Partisi,GELECEK,twitter.com/urfayeniden,,../../images/partiler/gelecek.jpg
Talha Erol Durmaz,Gelecek Partisi,GELECEK,twitter.com/dr_durmaz,,../../images/partiler/gelecek.jpg
Timuçin Oğuz,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Tuncay Dinç,Gelecek Partisi,GELECEK,twitter.com/tuncaydinc007,,../../images/partiler/gelecek.jpg
Ufuk Karcı,Gelecek Partisi,GELECEK,twitter.com/ufukkarcii,,../../images/partiler/gelecek.jpg
Ülkü Nur Doğancı,Gelecek Partisi,GELECEK,,,../../images/partiler/gelecek.jpg
Vahdettin İnce,Gelecek Partisi,GELECEK,twitter.com/vahdettinince,,../../images/partiler/gelecek.jpg
Veysi Akay,Gelecek Partisi,GELECEK,twitter.com/GelecekVeysi,,../../images/partiler/gelecek.jpg
Yasemin Dora Kurtkaya,Gelecek Partisi,GELECEK,twitter.com/Yasemin1974dk,,../../images/partiler/gelecek.jpg
Yavuz Değirmenci,Gelecek Partisi,GELECEK,twitter.com/yavuzdegirmenci,,../../images/partiler/gelecek.jpg
Yeşim Karadağ,Gelecek Partisi,GELECEK,twitter.com/karadagyesim,,../../images/partiler/gelecek.jpg
Yusuf Ziya Özcan,Gelecek Partisi,GELECEK,twitter.com/yziyaozcan,,../../images/partiler/gelecek.jpg
Zekayi Doğan,Gelecek Partisi,GELECEK,twitter.com/Zekayidogan,,../../images/partiler/gelecek.jpg
Zeynep İşcen Çeviker,Gelecek Partisi,GELECEK,https://twitter.com/zeynepiscan3,,../../images/partiler/gelecek.jpg
Hakkı Akalın,Memleket Partisi,MEMLEKET,twitter.com/ProfHakkiAkalin,,../../images/partiler/memleket.png
Mert Ünlü,Memleket Partisi,MEMLEKET,,,../../images/partiler/memleket.png
Burak Savtur,Memleket Partisi,MEMLEKET,twitter.com/Buraksvtr,,../../images/partiler/memleket.png
Şen Bilin Neyaptı,Memleket Partisi,MEMLEKET,twitter.com/SenbilinNEYAPTI,,../../images/partiler/memleket.png
Ahmet Özalp,Memleket Partisi,MEMLEKET,https://twitter.com/profahmetozalp,,../../images/partiler/memleket.png
Serkan Ufuk Akgün,Memleket Partisi,MEMLEKET,twitter.com/serkanufukakgun,,../../images/partiler/memleket.png
Yağız Elver,Memleket Partisi,MEMLEKET,https://twitter.com/yagizelver,,../../images/partiler/memleket.png
Gürbüz Evren,Memleket Partisi,MEMLEKET,twitter.com/Gurbuz_Evren,,../../images/partiler/memleket.png
Asuman Ali Güven,Memleket Partisi,MEMLEKET,twitter.com/asumanaliguven,,../../images/partiler/memleket.png
Meryem Kala,Memleket Partisi,MEMLEKET,twitter.com/meryemkalaMK,,../../images/partiler/memleket.png
Ali Dursun,Memleket Partisi,MEMLEKET,,,../../images/partiler/memleket.png
Emre Berk Hacıgüzeller,Memleket Partisi,MEMLEKET,https://twitter.com/bhaciguzeller,,../../images/partiler/memleket.png
Beste Tuncel,Memleket Partisi,MEMLEKET,twitter.com/avbestetuncel,,../../images/partiler/memleket.png
Nevzat Kavalar,Memleket Partisi,MEMLEKET,,,../../images/partiler/memleket.png
Aziz Aykut Demiray,Memleket Partisi,MEMLEKET,https://twitter.com/guneyaykut21,,../../images/partiler/memleket.png
Özlem Güzey Kocataş,Memleket Partisi,MEMLEKET,https://twitter.com/profguzey,,../../images/partiler/memleket.png
Muharrem Yıldız,Memleket Partisi,MEMLEKET,https://twitter.com/muharremyildiz7,,../../images/partiler/memleket.png
Yusuf Sel,Memleket Partisi,MEMLEKET,https://twitter.com/yusufsel010,,../../images/partiler/memleket.png
Orhan Şimşek,Memleket Partisi,MEMLEKET,https://twitter.com/orhansim,,../../images/partiler/memleket.png
Ali Evren Eryıldız,Memleket Partisi,MEMLEKET,twitter.com/Eryildiz2013,,../../images/partiler/memleket.png
Ayberk Yağız,Memleket Partisi,MEMLEKET,twitter.com/ayberkyagiz,,../../images/partiler/memleket.png
Nejat Elaldı,Memleket Partisi,MEMLEKET,twitter.com/ElaldNejat,,../../images/partiler/memleket.png
İbrahim Sertay Salman,Memleket Partisi,MEMLEKET,https://twitter.com/sertaysalman,,../../images/partiler/memleket.png
Hakan Rullas,Memleket Partisi,MEMLEKET,,,../../images/partiler/memleket.png
İpek Özkal Sayan,Memleket Partisi,MEMLEKET,twitter.com/ipekozkal,,../../images/partiler/memleket.png
Süleyman Dinçberk,Memleket Partisi,MEMLEKET,twitter.com/sdincberk,,../../images/partiler/memleket.png
İlkay Yıldırım,Memleket Partisi,MEMLEKET,,,../../images/partiler/memleket.png
Serhat Galip,Memleket Partisi,MEMLEKET,twitter.com/SerhatGalip2,,../../images/partiler/memleket.png
Gaye Usluer,Memleket Partisi,MEMLEKET,twitter.com/GayeUsluer,,../../images/partiler/memleket.png
Ufkun Doğan,Memleket Partisi,MEMLEKET,twitter.com/ufkundogan,,../../images/partiler/memleket.png
Mevlüt Dudu,Memleket Partisi,MEMLEKET,twitter.com/MevlutDudu,,../../images/partiler/memleket.png
Eşber Atila,Memleket Partisi,MEMLEKET,twitter.com/EsberAtila,,../../images/partiler/memleket.png
Doç.Dr. Süleyman Erguner,Memleket Partisi,MEMLEKET,twitter.com/ErgunerSuleyman,,../../images/partiler/memleket.png
İlhan Düzyürek,Memleket Partisi,MEMLEKET,twitter.com/ilhanduzyurek,,../../images/partiler/memleket.png
Kerem Donat,Memleket Partisi,MEMLEKET,twitter.com/keremdonat,,../../images/partiler/memleket.png
Mahir Bakan,Memleket Partisi,MEMLEKET,twitter.com/mahirbakan,,../../images/partiler/memleket.png
Ali Tunç Can,Memleket Partisi,MEMLEKET,twitter.com/alitunccan,,../../images/partiler/memleket.png
Osman Serkan İleri,Memleket Partisi,MEMLEKET,https://twitter.com/oserkanileri,,../../images/partiler/memleket.png
Ali Rıza Büyükuslu,Memleket Partisi,MEMLEKET,twitter.com/arbuyukuslu,,../../images/partiler/memleket.png
Ünal Kirmiç,Memleket Partisi,MEMLEKET,twitter.com/GolgelerinN,,../../images/partiler/memleket.png
Oğuz Giray,Memleket Partisi,MEMLEKET,twitter.com/DrOguzGiray,,../../images/partiler/memleket.png
Ömer Özdoğan,Memleket Partisi,MEMLEKET,twitter.com/omerozdogan_06,,../../images/partiler/memleket.png
Şeref Albeniz,Memleket Partisi,MEMLEKET,twitter.com/serefalbeniz,,../../images/partiler/memleket.png
Ethem Eke,Memleket Partisi,MEMLEKET,twitter.com/eke_ethem,,../../images/partiler/memleket.png
Serkan Yağşi,Memleket Partisi,MEMLEKET,twitter.com/SerkanYagsi,,../../images/partiler/memleket.png
Barış Kuzgunbay,Memleket Partisi,MEMLEKET,,,../../images/partiler/memleket.png
Rüşen Sever Tekstil,Memleket Partisi,MEMLEKET,https://twitter.com/severrusen,,../../images/partiler/memleket.png
Nurdan Şahin Demirbağ,Memleket Partisi,MEMLEKET,twitter.com/nurdan_demirbag,,../../images/partiler/memleket.png
Serpil Alaboyun,Memleket Partisi,MEMLEKET,twitter.com/Serpil_Memleket,,../../images/partiler/memleket.png
Yavuz Kayhan Yüregir,Memleket Partisi,MEMLEKET,https://twitter.com/kayhanyuregir,,../../images/partiler/memleket.png
Mustafa Kemal Çiçek,Memleket Partisi,MEMLEKET,twitter.com/drdursuncicek,,../../images/partiler/memleket.png
Ayça Özsoy Sarıkamışlı,Memleket Partisi,MEMLEKET,twitter.com/aycasarikamisli,,../../images/partiler/memleket.png
Zafer Burak Hasar,Memleket Partisi,MEMLEKET,https://twitter.com/zbhasan,,../../images/partiler/memleket.png
Osman Kurtuluş,Memleket Partisi,MEMLEKET,twitter.com/drok4835,,../../images/partiler/memleket.png
Özgün Öztunç,Memleket Partisi,MEMLEKET,,,../../images/partiler/memleket.png
Taylan Hikmet Gülhan,Memleket Partisi,MEMLEKET,twitter.com/TaylanhkmtGLHN,,../../images/partiler/memleket.png
Serkan Küçükkuru,Memleket Partisi,MEMLEKET,twitter.com/serkankucukkuru,,../../images/partiler/memleket.png
Sibel Aracı,Memleket Partisi,MEMLEKET,twitter.com/Dr_SibelAraci,,../../images/partiler/memleket.png
Mehmet Levent Kazancıoğlu,Memleket Partisi,MEMLEKET,https://twitter.com/kazancioglum,,../../images/partiler/memleket.png
İhlas Haber Ajansı,,,https://twitter.com/@ihacomtr,National News Agency,../../images/partiler/undefined.jpg
Demirören Haber Ajansı,,,https://twitter.com/dhainternet,National News Agency,../../images/partiler/undefined.jpg
Anadolu Ajansı,,,https://twitter.com/anadoluajansi,National News Agency,../../images/partiler/undefined.jpg
Anka Haber Ajansı,,,https://twitter.com/ankahabera,National News Agency,../../images/partiler/undefined.jpg
Mezopotamya Haber Ajansı,,,https://twitter.com/MAturkce,National News Agency,../../images/partiler/undefined.jpg
İlke Haber Ajansı,,,https://twitter.com/ilkeHaberAjansi,National News Agency,../../images/partiler/undefined.jpg
Yeni Akit,,,https://twitter.com/yeniakit,National In-Press,../../images/partiler/undefined.jpg
A Haber,,,https://twitter.com/Ahaber,National TV,../../images/partiler/undefined.jpg
Yeni Şafak,,,https://twitter.com/yenisafak,National In-Press,../../images/partiler/undefined.jpg
Diriliş Postası,,,https://twitter.com/dirilispostasi,National In-Press,../../images/partiler/undefined.jpg
Sabah,,,https://twitter.com/Sabah,National In-Press,../../images/partiler/undefined.jpg
Türkiye Gazetesi,,,https://twitter.com/turkiyegazetesi,National In-Press,../../images/partiler/undefined.jpg
Takvim,,,https://twitter.com/takvim,National In-Press,../../images/partiler/undefined.jpg
Doğru Haber,,,https://twitter.com/dogruhaber,National In-Press,../../images/partiler/undefined.jpg
Güneş ,,,https://twitter.com/gunes_gazetesi,National Online,../../images/partiler/undefined.jpg
Milat Gazetesi,,,https://twitter.com/milatgazete,National In-Press,../../images/partiler/undefined.jpg
Türkgün,,,https://twitter.com/turkgungazetesi,National In-Press,../../images/partiler/undefined.jpg
Star,,,https://twitter.com/stargazete,National Online,../../images/partiler/undefined.jpg
Aydınlık,,,https://twitter.com/AydinlikGazete,National In-Press,../../images/partiler/undefined.jpg
Hürriyet,,,https://twitter.com/Hurriyet,National In-Press,../../images/partiler/undefined.jpg
Millyet,,,https://twitter.com/milliyet,National In-Press,../../images/partiler/undefined.jpg
Posta,,,https://twitter.com/postacomtr,National In-Press,../../images/partiler/undefined.jpg
Vatan,,,https://twitter.com/Vatan,National Online,../../images/partiler/undefined.jpg
BirGün,,,https://twitter.com/BirGun_Gazetesi,National In-Press,../../images/partiler/undefined.jpg
Cumhuriet,,,https://twitter.com/cumhuriyetgzt,National In-Press,../../images/partiler/undefined.jpg
Dünya,,,https://twitter.com/dunya_gazetesi,National In-Press,../../images/partiler/undefined.jpg
Yeni Yaşam,,,https://twitter.com/yeniyasamgazete,National In-Press,../../images/partiler/undefined.jpg
Evrensel,,,https://twitter.com/evrenselgzt,National In-Press,../../images/partiler/undefined.jpg
Karar,,,https://twitter.com/KararHaber,National In-Press,../../images/partiler/undefined.jpg
Milli Gazete,,,https://twitter.com/milligazetecom,National In-Press,../../images/partiler/undefined.jpg
Sözcü,,,https://twitter.com/gazetesozcu,National In-Press,../../images/partiler/undefined.jpg
Yeni Çağ,,,https://twitter.com/Gazete_Yenicag,National In-Press,../../images/partiler/undefined.jpg
Yeni Asya,,,https://twitter.com/yeniasya,National In-Press,../../images/partiler/undefined.jpg
Yeni Mesaj,,,https://twitter.com/ymesaj,National In-Press,../../images/partiler/undefined.jpg
Yurt,,,https://twitter.com/yurtgazetesi,National In-Press,../../images/partiler/undefined.jpg
Gazete Duvar,,,https://twitter.com/gazeteduvar,,../../images/partiler/undefined.jpg
Diken,,,https://twitter.com/DikenComTr,,../../images/partiler/undefined.jpg
Sputnik Türkiye,,,https://twitter.com/sputnik_tr,International_National_Branch,../../images/partiler/undefined.jpg
BCC Türkçe,,,https://twitter.com/bbcturkce,International_National_Branch,../../images/partiler/undefined.jpg
Independent Turkish,,,https://twitter.com/TurkishIndy,International_National_Branch,../../images/partiler/undefined.jpg
euronews Türkçe,,,https://twitter.com/euronews_tr,International_National_Branch,../../images/partiler/undefined.jpg
Voice of America Türkçe,,,https://twitter.com/VOATurkce,International_National_Branch,../../images/partiler/undefined.jpg
Deutsche Welle Türkçe,,,https://twitter.com/dw_turkce,International_National_Branch,../../images/partiler/undefined.jpg
Rudaw Türkçe,,,https://twitter.com/RudawTurkce,International_National_Branch,../../images/partiler/undefined.jpg
CRI Turkçe,,,https://twitter.com/CRI_Turkish,International_National_Branch,../../images/partiler/undefined.jpg
24 TV ,,,https://twitter.com/yirmidorttv,National TV,../../images/partiler/undefined.jpg
Fox ,,,https://twitter.com/foxturkiye,,../../images/partiler/undefined.jpg
Haber Global,,,https://twitter.com/HaberGlobal,National TV,../../images/partiler/undefined.jpg
Halk TV,,,https://twitter.com/halktvcomtr,National TV,../../images/partiler/undefined.jpg
KRT TV,,,https://twitter.com/krtkulturtv,National TV,../../images/partiler/undefined.jpg
Tele 1 TV,,,https://twitter.com/tele1comtr,National TV,../../images/partiler/undefined.jpg
TV 100,,,https://twitter.com/tv100,National TV,../../images/partiler/undefined.jpg
TV 5,,,https://twitter.com/tv5televizyonu,National TV,../../images/partiler/undefined.jpg
Medyascope,,,https://twitter.com/medyascope,Internet TV,../../images/partiler/undefined.jpg
Ulusal Kanal,,,https://twitter.com/ulusalkanal,National TV,../../images/partiler/undefined.jpg
Haber Türk,,,https://twitter.com/haberturktv,National TV,../../images/partiler/undefined.jpg
Show TV,,,https://twitter.com/ShowTV,National TV,../../images/partiler/undefined.jpg
NTV,,,https://twitter.com/ntv,National TV,../../images/partiler/undefined.jpg
CNN Türk,,,https://twitter.com/cnnturk,,../../images/partiler/undefined.jpg
Ülke TV,,,https://twitter.com/ulketv,National TV,../../images/partiler/undefined.jpg
TV Net,,,https://twitter.com/tvnet,National TV,../../images/partiler/undefined.jpg
TRT Türk,,,https://twitter.com/trtturk,National TV,../../images/partiler/undefined.jpg
Kanal 7,,,https://twitter.com/kanal7,National TV,../../images/partiler/undefined.jpg
TGRT Haber,,,https://twitter.com/tgrthabertv,National TV,../../images/partiler/undefined.jpg
Bengü Türk TV,,,https://twitter.com/benguturktv,National TV,../../images/partiler/undefined.jpg
Beyaz TV,,,https://twitter.com/beyaztv,National TV,../../images/partiler/undefined.jpg
ATV,,,https://twitter.com/atvcomtr,National TV,../../images/partiler/undefined.jpg
TRT Haber,,,https://twitter.com/trthaber,National TV,../../images/partiler/undefined.jpg
Kanal D,,,https://twitter.com/KanalD,National TV,../../images/partiler/undefined.jpg
360 TV,,,https://twitter.com/tv360comtr,National TV,../../images/partiler/undefined.jpg
Bloomberg HT,,,https://twitter.com/BloombergHT,,../../images/partiler/undefined.jpg
Ekotürk ,,,https://twitter.com/Ekoturktv,National TV,../../images/partiler/undefined.jpg
Artı TV,,,https://twitter.com/artitv_,,../../images/partiler/undefined.jpg
